Periodo,Area,Subarea,Antiguedad,eNPS_Score,Motivation_Score,Manager_NPS,Liderazgo_Texto,Mejoras_Texto,Mejoras_Categoria,Valoras_Texto,Valoras_Categoria,Salario_Satisfecho,Lider_Claro_Objetivos,Lider_Comunica_Prioridades,Lider_Da_Feedback,Lider_Incentiva_Colaboracion,Lider_Da_Herramientas,Lider_Referente_Cultura
Q3 2025,Finanzas,Contabilidad y Taxes,Más de 2 años,9,9,10,"Mi líder (Manu) es un excelente profesional con un conocimiento increible, que siempre está compartiendo. Se esfuerza mucho por mantener una comunicación efectiva, a pesar de siempre estar demasiado ocupado y también es una excelente persona, que se esmera por siempre tener buena actitud y a tratarnos a todos como iguales.",Mejorando las bandas salariales para todos los niveles.,Beneficios y Salario,"La calidad humana, la oportunidad de aprender, la velocidad con la que se hace todo, lo cual nos motiva y exige siempre. ",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,UX,Concierge,Más de 1 año,7,8,7,"Es una líder con mucha experiencia en servicio, sabe como encaminar a la Compañía a ser el mejor en servicio del sector, está obsesionada con servirle al cliente, incluso yendo más allá de lo que sería un buen servicio y eso es muy bueno para Bia","A pesar de jornadas largas de trabajo nunca se logra llegar o terminar los objetivos, porque la multitarea y la dificultad para enfocarse hacen que se esté en todo pero la calidad de los entregables comienzan a tener dificultades",Sin comentarios,"Valor que me reconocen, me siento aceptada, querida, mi liderazgo le gusta a las personas, las tareas que me asignan están dentro de mis capacidades intelectuales",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Sales,,Más de 2 años,8,8,8, , ,Sin comentarios, ,Sin comentarios,Si.,No.,No.,Parcialmente.,Parcialmente.,Si.,Si.
Q3 2025,Operaciones,FieldOps,Más de 1 año,10,9,9,sin comentarios,"un fondo de empleados es bueno, mas convenios con diferetes comercios no volvimos a ver bonos de comina, dias especiales como no se ir con un gorro algo que rompa la rutina, el ambiente en BIa ultimamente ha estado muy tensionado y antes no era asi. se siente la presion pero no del reto sino de mas cosas. ",Beneficios y Salario,"La cultura, los liederes, el objetivo de cambiar la industria que tanto lo necesita, eso es lo que mas me motiva mis compañeros y las ganas de hacer parte de esta historia siempre.",Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Tech,Ops,4 meses a 6 meses,9,9,9,Mi líder es una persona que siempre está dispuesto a ayudar y mostrar cuál es el mejor camino para resolver un problema haciéndolo desde el conocimiento y la experiencia ,Creando espacios de capacitación en diferentes temas,Plan de Carrera y Capacitación,Que estoy formando parte de algo muy grande e inovador ,Impacto y Propósito,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Tech,EMS,Más de 2 años,7,7,9,"Es un buen líder, brinda feedback oportuno y es claro al comunicar los objetivos.","Salario emocional, mayor estabilidad laboral y oportunidades de crecimiento.",Plan de Carrera y Capacitación,El equipo con el que trabajo y el producto que estamos logrando.,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,FieldOps,0 a 3 meses,10,10,10,Está disponible siempre para escuchar y hablar ,Capacitando más sobre todos los temas de interés de la empresa al personal operativo ,Sin comentarios,Su esencia como empresa y la motivación que brinda a sus empleados ,Impacto y Propósito,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Sales,,Más de 1 año,7,7,10,"Tenemos un líder increíble, solo sería bueno un poco más de tiempo con él para sesiones 1:1 o sentirlo más cercano","Más apoyo e interés en el progreso individual, no solo como equipo!",Cultura y Liderazgo,Que aprendo todos los días cosas nuevas y el equipo tan increíble! ,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,"AI, Automation & Data",,0 a 3 meses,7,10,10,Porque me permite aprender y dedica tiempo para enseñarme sobre los temas que no he entendido completamente,"La experiencia de colaborador es muy buena en Bia, Lo unico seria que como es un ambiente acelerado de trabajo no recomendaria a todos mis amigos trabajar en la empresa ",Sin comentarios,La oportunidad de aprender de manera expeditada sobre todo lo relacionado con Software development y el campo de la energia en Colombia,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,VP,Más de 1 año,9,10,10,"Contamos con espacios semanales a nivel estratégico y de planeación, donde se evidencian estas cualidades en mi líder. ",Por el momento muy a gusto con la empresa. ,Sin comentarios,La capacidad de generar impacto y un cambio relevante. El equipo de trabajo.,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,FieldOps,6 meses a 1 año,10,10,10,Si,N/I,Sin comentarios,El buen compañerismo ,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,Success,0 a 3 meses,10,10,10,"Su habilidades de liderazgo son notables, su capacidad para organizar personas y priorizar tareas le da claridad al funcionamiento del equipo. ",Espacio de lockers invidividuales para guardas las pertenencias ,Comunicación Interna,Trabajar con personas tan preparadas en experiencia y conocimiento. ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Finanzas,Tesorería y Facturación,Más de 1 año,8,8,7,"Paola Satizabal es una persona nueva en el cargo de head of treasury esta en el camino de entendimiento y profundización del negocio, pienso se esta esforzando de manera positiva para lograr estar a la altura del cargo, tiene muy buena comunicación y gestión de estrategia. ",Bonos de cumplimiento de metas como incentivos ,Beneficios y Salario,Su energía y promoción en el crecimiento,Crecimiento y Aprendizaje,Si.,Parcialmente.,Si.,Parcialmente.,Si.,Si.,Parcialmente.
Q3 2025,Tech,EMS,6 meses a 1 año,9,10,9,"Considero que mi líder es una persona muy clara y cercana, que guía bien al equipo y nos da contexto cuando lo necesitamos. Además, promueve un buen ambiente de trabajo y siempre está abierto a escuchar sugerencias o apoyar cuando surgen bloqueos",Manteniendo una comunicación fluida entre equipos y más espacios de retroalimentación continua.,Sin comentarios,"El ambiente, la colaboración y la oportunidad de seguir creciendo profesionalmente dentro del equipo.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,Ingeniería,Más de 1 año,10,10,10,"Excelente líder, conoce a profundidad este proceso, lo cual ayuda a mejorar y optimizar los procesos actuales, motiva a la creación de procesos que nos ayuden a blindarnos de errores humanos. ",Visitar area por area para entender un poco mejor el proceso general de la empresa y tener bien referenciado quienes nos puedan ayudar en dudas o en problemas segun el area ,Procesos y Herramientas,"Crecimiento, aprendizaje nuevos retos y procesos, tomar los errores como oportunidades de mejora, ser pilar de algo nuevo.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,Ingeniería,0 a 3 meses,10,10,10,N/I,N/I,Sin comentarios,Oportunidad ,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Finanzas,Contabilidad y Taxes,6 meses a 1 año,10,10,10,"Dani es una gran líder, siempre está dispuesta a escucharme y a explicarme lo que necesito y la forma en que me inspira y me apoya es lo mejor de todo, es una grab persona y tiene grandes conocimientos los cuales le gusta compartir con nosotros siempre.",por el momento no tengo sugerencias.,Sin comentarios,"la forma en que las personas lo acogen a uno y hacen q todos nos sintamos a gusto y el apoyo constante que recibimos de todos, trabajar en Bia ha sido de mis mejores experiencias laborales hasta ahora, trabajar aca es una gran oportunidad para crecer personal y laboralmente.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Tech,Finanzas,6 meses a 1 año,9,10,10,Lider bueno,Mas beneficios ,Beneficios y Salario,Crecimiento y aprendizaje ,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Marketing,Brand,Más de 1 año,6,4,7,"Juancho es un líder con gran calidad humana, empático y cercano, que se preocupa genuinamente por las personas y tiene una visión clara del negocio. Su capacidad para escuchar y acompañar ha sido clave en momentos difíciles, y logra generar confianza y sentido de equipo.
Sin embargo, hay oportunidades de mejora en la forma como se gestionan las emociones dentro del equipo. A veces, las decisiones o mensajes pueden percibirse desde la reacción más que desde la reflexión, lo que afecta la claridad y la motivación.","Mi experiencia en Bia mejoraría con una cultura más abierta al diálogo y al feedback honesto, sin miedo a las consecuencias. Siento que hay mucho talento y compromiso en el equipo, pero también un clima de presión constante que limita la creatividad y la innovación.
Espacios más humanos, donde se reconozca el esfuerzo, se escuche de verdad a las personas y se confíe más en los equipos, ayudarían a recuperar la motivación y el sentido de propósito que hacen especial trabajar aquí.",Sin comentarios,"Lo que más valoro de formar parte de Bia es la oportunidad de contribuir a un propósito relevante: transformar el sector energético a través de la tecnología y la sostenibilidad. También valoro el talento del equipo, la velocidad con la que se ejecutan los proyectos y la posibilidad de aprender en un entorno de innovación constante.
Cuando la estrategia, el liderazgo y el propósito se alinean, Bia demuestra su verdadero potencial como una organización capaz de generar impacto real en la región.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q3 2025,Operaciones,Ingeniería,4 meses a 6 meses,10,10,10,"Las respuestas hablan por si solas, pero refuerzo que básicamente estoy muy contento con mi lider y poder trabajar con esa persona es algo muy positivo para mi vida profesional y academica","Desde mi experiencia, considero que en general el area de operaciones podria tener un poco más de relevancia y de mejora en terminos salariales y de volumen de trabajo. En el area de ingeniería, considero que ese estimulo económico tanto para el lider por para los Technicall expert es algo importante, basado en el trabajo y los resultos que tenemos.",Cultura y Liderazgo,"La capacidad de afrontar retos con una sonrisa y con el ímpetu de querer solucionar todo y no quedarse atras. Ese deseo de aprender cosas nuevas constantemente y de autosuperarnos con soporte en el trabajo en equipo. Ademas, el ambiente de camaraderia y de apoyo constante entre compañeros ",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Finanzas,Contabilidad y Taxes,4 meses a 6 meses,8,9,10,"Es una persona que busca constantemente formas para optimizar procesos, en los cuales podamos reducir tiempos en los procesos. Al igual que esta apoyándonos en retroalimentación para que veamos objetivamente los proceso y nos enfoquemos en lo mas importante de cadas uno.",Vinculación con otras entidades para mejorar mi formación académica,Plan de Carrera y Capacitación,Lo que mas valoro de Bia es la experiencia de compartir con las personas porque me da un desarrollo en mi vida profesional y personal. Compartir con ellos me permite cuestionarme constantemente y me empuja a ser mejor cada día para poder estar a la par de ellos.,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Tech,Finanzas,6 meses a 1 año,10,10,10,"Recomendaría a mi líder como referente de gestión, motivación y desarrollo porque demuestra claridad en los objetivos, comunica expectativas de forma efectiva y apoya el crecimiento del equipo mediante feedback constructivo y oportunidades de aprendizaje.","Mi experiencia ha sido muy buena, pero creo que podría mejorar con más espacios de interacción entre equipos y oportunidades para compartir ideas o aprendizajes.",Sin comentarios,"Valoro el buen ambiente de trabajo, el apoyo entre compañeros y la forma en que se reconocen los esfuerzos y aportes de cada persona.",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,Success,Más de 1 año,6,6,6,Desarrollo de habilidades blandas,Salarios ajustados al mercado y al trabajo ejecutado,Beneficios y Salario,Equipo de trabajo,Equipo y Cultura,No.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.,No.,Parcialmente.
Q3 2025,Energy,,Más de 2 años,8,9,10,"Mi lideres me permiten desenvolverme a nivel comercial, tienen en cuenta mis puntos de vista, esto me permite adquirir confianza y desarrollar mis habilidades ",Flexibilizar los días de trabajo en oficina,Sin comentarios,"El entorno amigable, siendo una empresa sin formalidades a la hora de interactuar lo que permite que no existan barreras por rangos o áreas",Impacto y Propósito,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Tech,Finanzas,Más de 2 años,9,9,10,Mi lider es una persona que nos ayuda a tomar las mejores rutas a la hora de ejecutar el desarrollo de una solución tiene gran experticia y es muy confiable,"Siento que ha mejorado mucho, hay tranquilidad laboral que eso estaba afectando mucho el rendimiento del equipo",Cultura y Liderazgo,Lo que mas valoro de Bia es la posibilidad de asumir nuevos retos profesionales,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,UX,Concierge,0 a 3 meses,9,9,8,"Elegí 8 porque considero que mi líder es una persona eficaz, cordial y puntual. Es exigente, pero al mismo tiempo empática, lo que demuestra un equilibrio importante entre resultados y comprensión del equipo. Son características esenciales para un buen liderazgo.","Podríamos mejorar mi experiencia estandarizando los procesos internos. Esto permitiría mayor claridad en las gestiones, reducir tiempos de respuesta y optimizar la comunicación entre las áreas.",Procesos y Herramientas,"Lo que más valoro de formar parte de Bia es que es una startup en constante crecimiento, donde se promueve el aprendizaje continuo, la innovación y las oportunidades de desarrollo profesional.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
